query_id	doc_id
646	4496d63c-8cf5-11e3-833c-33098f9e5267
646	ee82230c-f130-11e1-adc6-87dfa8eff430
646	ac6f0e3c-1e3c-11e3-94a2-6c66b668ea55
646	87a3da6d49155c202039e68b00ac9cf8
646	1087e0371b79c4063de4736ae078bfa0
646	04e15eec2d320f2debbe83f0fb349f88
646	d0665ea0-4218-11e1-9022-0d2194331bfe
646	8901e3488674ac780e3966e7277c30a8
646	a4f58eb4bdaab40b2528c607368e9878
646	0462ce6a5a54d06177e5abe5d0e2058b
646	f68a866a7f6a914b7d7308c19c2e9fe8
646	c91dcba6-98ba-11e3-80ac-63a8ba7f7942
646	23736316-699c-11e3-8b5b-a77187b716a3
646	1adf7fd8-d59f-11e1-829d-8eedd9e3ac96
646	1c1c3b2e-c614-11e6-85b5-76616a33048d
646	35de937888362c3851df06b66fa6b0a8
646	7305a4d97cddfeff4e862e09d85c24b5
646	5888658540649b234ea73864cd37f8dc
646	30ff74a1f1042dd0a4465a5163cd378f
646	8cfe64f94c77254a3d778fdb43f8d58c
646	0d054be9035cb932fdd4fe21af1d50db
646	3121bef7ddad4c770fca403d7b3f6105
646	435706f4-a5e1-11e1-853a-2d746a04dab9
646	5ffee41c77e512f21ef38f336615eb0f
646	be44ec277f861621cf966911c808dbf8
646	234d64d53c05c99f79ef78210461c7ec
646	708b25176a698cefc9e1d070fd599559
646	8551642d-e51b-4d3a-89c6-4de0d3bdf385
646	8bc97790172802d3602c6e34debf8f9d
646	16750c91da92084d8bbd52e7831a9619
646	054def2012df7af1aa2c5e840ef0bdaa
646	ee3432ce-eb07-11e2-8f22-de4bd2a2bd39
646	f55913dec4fcdc8da8bde271a11a6203
646	c0319de3556a2a894860e130a4d16afb
646	36076442610939971d8cca6bb5cd01f1
646	08ace07c-8ce1-11e2-b63f-f53fb9f2fcb4
646	a25d386b0e49f1d49ce86cb719e05be6
646	5a3c601e7949429079d6ec99311eaaba
646	092cc4492c4815289c9523d54a5ea366
646	69233c49a4a0e9a41830b1a62721bb36
646	df80f54a-c616-11e5-8965-0607e0e265ce
646	2ca56f93b52c8b9c0e7a49ccfa4c891b
646	9aaa3ed5cfcf5131d74265a60ba055d9
646	36f1905d3600b9f5b438e13bfae53788
646	72329928-4b00-11e3-bf60-c1ca136ae14a
646	796a6c88-3c0b-11e3-a94f-b58017bfee6c
646	1c333874-c791-11e5-a4aa-f25866ba0dc6
646	bbc39982f83bc0784b67872550a743c6
646	ea720336-a8f7-11e5-9b92-dea7cd4b1a4d
646	da19df9ffd252c104ada82959a8df702
646	e412152a546d3c983eb37697a81a5b58
646	224922719541a89d5be07348e4a5bef7
646	3c287772-e6d9-11e5-b0fd-073d5930a7b7
646	4b9026bfda34b9c66ab82fb58c65bf0f
646	2cf07e00-3f76-11e4-b0ea-8141703bbf6f
646	c8cb761c-d6c7-11e3-8a78-8fe50322a72c
646	433417acbd7d0487f51b0d5cb0533779
646	757996c77fd17b75e43f22b77ede8ce0
646	bf9d2620-a7c5-11e3-b61e-8051b8b52d06
646	0808a00c-8a80-11e6-875e-2c1bfe943b66
646	fb5d44daf683a891b05ba9c407a15185
646	b9ab0eaecc249891de9e5f3fa63b2320
646	22aa7983b2b865d498804834212b5974
646	027497a8-1cb1-11e3-a628-7e6dde8f889d
646	c235d71e34b64e852f3cdb2783b3e404
646	abbdd3a35167a6dbc7491f4be7c6eded
646	cff37ed70abb47a99309e30d9c563462
646	900f95c8c46934526b23a96743f309aa
646	3e0ba2f8-45f2-11e1-b0ef-752cfddb1b51
646	3c1309357d4e296e5151f75498c6f993
646	abbf0f8720540dcf2fb43ff35778cebf
646	93b1df32ec40200bf1b2ed560504f609
646	d6cf16a13b09ded5e90489011fbf7b45
646	628bdd98527f80520608d399ee6c83f1
646	08dbc38e-61d8-11e3-bf45-61f69f54fc5f
646	a76f48a6-4513-11e6-8856-f26de2537a9d
646	b5c64217af48abfb28788f2e5cefdbb2
646	7e84ac9c125da5bf0ec3fff4fc015c3b
646	724e55f2-f612-11e2-a2f1-a7acf9bd5d3a
646	5625653ce6992db2ae87a462e33db856
646	0ab157143daa9d21ab695e6e2a332582
646	a26abbc0-ddec-11e6-ad42-f3375f271c9c
646	50e916ffb415566f87d3a742671407c9
646	7fe60e11989946d0e7cfd9db60acd1bc
646	e66dc86fe843dfccacb5d1b870aa02b4
646	408bc63a80593090b705eff1c2d7cf72
646	6376531e14b1f8198406bc4fd254a6e0
646	c05ef111f465f326ad3f99ac673a4ba2
646	3aba0926182291efc43f919dcd2a31a5
646	11d01a7c82169cd396ac559e16c763cc
646	4a5498cc34b5b2b65eb3bce973a118c9
646	274aae9bebfb2bc7fde76ba1ae4cfe55
646	eb8417d0-bbf4-11e1-9134-f33232e6dafa
646	cda50c26-5dd1-11e3-95c2-13623eb2b0e1
646	a244b155f876e5b0a9dc23d73c855576
646	db8ea9bc-3a65-11e3-b7ba-503fb5822c3e
646	2e42d02b0218a632af79767c5474fee1
646	e29ecea1112521a00138d9746b866f6b
646	84a4201e8f1c6420d057b16e3b8a1829
646	ce9ef71c-ed67-11e1-b09d-07d971dee30a
393	47af31da-6ac0-11e4-9fb4-a622dae742a2
393	f1fdeace2fd2d134bc396da79d8b4278
393	bab579e6ccb0faa1988dcc07ad6879a4
393	905a298b3c8647b037b6bbdb5a9feaf1
393	187fa3b6-c3a0-11e4-9ec2-b418f57a4a99
393	0bc051a9d8ab20d6e3e045f704af3bce
393	e77b2c7f152ee383dd9dbc32c94d47c9
393	b26961e8-f9d6-11e5-80e4-c381214de1a3
393	066a23f094d1cf68014425c0099fd9f3
393	f4a247cf5c79277924a3069906b4123d
393	e0b7ca3f0c62282355c2f908ab30db37
393	248a2fa4-2599-11e5-b72c-2b7d516e1e0e
393	189949ba-13dc-11e5-9518-f9e0a8959f32
393	3b23d34a69f5e5fa7f8509fbfcbcb921
393	76903860a7a323586eac2118273cc160
393	58f258c683cf41f3e8ecea6e2cec2779
393	389a7c6318b038830c3d9c9958ed1236
393	9578da06b3f1baf5a63068de178ba908
393	177d42da288deda67e87db8f81fbaf1a
393	46dc13262105fb1dbb903a63257605cd
393	61663efc-853d-11e3-9dd4-e7278db80d86
393	cb201163b720d6aa8580149ec4283fd5
393	1c4b6717020e8cc31f43bcedb25c2766
